Titre du poste,Entreprise,Ville,Secteur d'activité,Contrat proposé,Niveau d'étude,Expérience,Compétences techniques,Langues,Soft skills,Lien de l'offre
Sabca Maroc recrute Plusieurs Profils 2023,Sabca Maroc,Casablanca,"Automobile, Aéronautique, Ferroviaire, Procédés",Stage,Bac+5,3 ans,"CAO, ERP","Français, Anglais","Autonome, Communication, Leadership, Organisation, Travailler en équipe",https://www.dreamjob.ma/emploi/sabca-maroc-recrute-plusieurs-profils-2023/
A2I recrute 16 Agents d’Etudes sur Casablanca,A2I,Casablanca,Ferroviaire,Non spécifié,Non spécifié,Non spécifié,"Autocad, Excel",Anglais,Communication,https://www.dreamjob.ma/emploi/a2i-recrute-des-agents-detudes/
Ingelec recrute Plusieurs Profils 2023,Ingelec,Casablanca,"Plasturgie, Procédés, Énergie",Non spécifié,Bac+2,2 ans,"Automatisme, ERP",Non specifié,"Créativité, Innovation, Organisation, Rigueur, Travailler en équipe",https://www.dreamjob.ma/emploi/ingelec-recrute-plusieurs-profils-2023/
Figeac Aero recrute Plusieurs Profils 2023,Figeac Aero,Non spécifié,"Automobile, Aéronautique, Construction, Logistique",Non spécifié,Bac+2,5 à 10 ans,"5S, ERP",Anglais,Organisation,https://www.dreamjob.ma/emploi/figeac-aero-recrute-plusieurs-profils-2023/
JTEKT recrute Plusieurs Profils 2023,JTEKT,Non spécifié,Automobile,CDI,Bac+3,5 ans,"AMDEC, Excel, Ms project, SAP","Français, Anglais","Communication, Organisation, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/jtekt-recrute-plusieurs-profils-2023/
Maghreb Steel recrute Plusieurs Profils 2023,Maghreb Steel,Non spécifié,Procédés,Non spécifié,Bac+2,8 ans,Automatisme,Non specifié,Non spécifié,https://www.dreamjob.ma/emploi/maghreb-steel-recrute-plusieurs-profils-2023/
Bugshan Automotive Group recrute Plusieurs Profils,Bugshan Automotive Group,Non spécifié,Automobile,Non spécifié,Bac+3,2 ans,Non spécifié,Non specifié,Innovation,https://www.dreamjob.ma/emploi/bugshan-automotive-group-recrute-plusieurs-profils/
Talent Elite recrute Plusieurs Profils,Talent Elite,Casablanca,Non spécifié,CDI,Bac+3,5 ans,"Excel, SAP","Français, Anglais","Communication, Innovation",https://www.dreamjob.ma/emploi/talent-elite-recrute-plusieurs-profils/
Nexteer Automotive recrute Plusieurs Profils 2023,Nexteer Automotive,Kénitra,"Automobile, Aéronautique",Stage,Bac+2,3 ans,"Autocad, Automatisme","Français, Anglais","Innovation, Organisation",https://www.dreamjob.ma/emploi/nexteer-automotive-recrute-plusieurs-profils-2023/
Campagne de Recrutement Auto Hall (13 Profils),Non spécifié,Casablanca,"Automobile, Btp, Logistique",Stage,Bac+2,3 à 5 ans,Non spécifié,Non specifié,Gestion de projet,https://www.dreamjob.ma/emploi/auto-hall-campagne-recrutement/
35 Offres d’Emploi sur Plusieurs Villes – N°5 2023,Non spécifié,Non spécifié,"Agroalimentaire, Automobile, Aéronautique, Btp, Chimie, Logistique, Procédés",CDI,Bac+2,1 ans,"Autocad, Automatisme, Excel, SAP, SQL","Français, Anglais","Communication, Organisé, Travailler en équipe",https://www.dreamjob.ma/emploi/offres-demploi-n5-2023/
SCS Group recrute Plusieurs Profils 2023,SCS Group,Tanger,Automobile,Stage,Bac+2,3 ans,Non spécifié,"Français, Francais, Anglais","Autonome, Communication, Organisé",https://www.dreamjob.ma/emploi/scs-group-recrute-plusieurs-profils-2023/
28 Offres d’Emploi sur Plusieurs Villes – N°3 2023,Non spécifié,Non spécifié,"Automobile, Logistique",CDI,Bac+2,5 ans,ERP,"Français, Anglais","Autonome, Communication, Relationnel, Rigueur",https://www.dreamjob.ma/emploi/offres-demploi-n3-2023/
Royal Air Maroc recrute Plusieurs Profils,Royal Air Maroc,Casablanca,Aéronautique,Stage,Bac+5,Non spécifié,Non spécifié,"Français, Anglais","Communication, Rigueur",https://www.dreamjob.ma/emploi-public/royal-air-maroc-recrute-plusieurs-profils/
JTEKT recrute des Superviseurs de Ligne de Production,JTEKT,Tanger,Automobile,CDI,Bac+3,5 ans,SAP,"Français, Anglais","Communication, Polyvalence",https://www.dreamjob.ma/emploi/jtekt-recrute-superviseurs-ligne-production/
Plastic Omnium recrute Plusieurs Profils,Plastic Omnium,Tanger,"Automobile, Plasturgie, Énergie",Non spécifié,Bac+5,5 ans,CATIA,Anglais,Innovation,https://www.dreamjob.ma/emploi/plastic-omnium-recrute-plusieurs-profils/
Varroc Lighting Systems recrute Plusieurs Profils,Varroc Lighting Systems,Tanger,"Automobile, Logistique, Plasturgie",Stage,Bac+2,2 à 3 ans,SAP,Anglais,"Communication, Créativité, Initiative, Leadership",https://www.dreamjob.ma/emploi/varroc-lighting-systems-recrute-plusieurs-profils/
"28 Offres de Stages Rémunérés, Pré-Embauche et PFE",Non spécifié,Non spécifié,"Automobile, Aéronautique, Logistique, Plasturgie, Énergie",Stage,Bac+2,2 ans,"5S, CATIA, Conception mécanique, Excel, ICEM","Français, Anglais","Autonomie, Communication, Créativité, Initiative, Organisé, Relationnel, Rigueur",https://www.dreamjob.ma/stage/offres-stages-remuneres-pre-embauche-pfe/
Nouvelles Offres d’Emploi chez Nexteer Automotive,Non spécifié,Non spécifié,"Automobile, Métallurgie, Procédés",Stage,Bac+2,3 ans,SQL,Anglais,Innovation,https://www.dreamjob.ma/emploi/nouvelles-offres-demploi-chez-nexteer-automotive/
JTEKT recrute des Techniciens Méthodes,JTEKT,Tanger,Automobile,Non spécifié,Bac+3,3 ans,"AMDEC, APQP, Autocad, CATIA",Non specifié,Non spécifié,https://www.dreamjob.ma/emploi/jtekt-recrute-des-techniciens-methodes/
Nexteer Automotive recrute Plusieurs Profils,Nexteer Automotive,Kénitra,"Automobile, Logistique, Métallurgie, Procédés",Stage,Bac+2,3 ans,"Autocad, Automatisme, Excel, SPC, VBA",Anglais,Innovation,https://www.dreamjob.ma/emploi/nexteer-automotive-recrute-plusieurs-profils/
SCS Group recrute Plusieurs Profils,SCS Group,Tanger,"Automobile, Plasturgie",Non spécifié,Bac+2,2 ans,Non spécifié,Anglais,Communication,https://www.dreamjob.ma/emploi/scs-group-recrute-plusieurs-profils/
Nouvelles Offres d’Emploi chez SEBN MA,Non spécifié,Salé,"Automobile, Construction, Logistique",Non spécifié,Bac+2,4 ans,"Autocad, CAO, DAO, Excel, Kaizen, Lean, Lean manufacturing","Français, Anglais","Communication, Initiative, Leadership, Organisation, Travail en équipe",https://www.dreamjob.ma/emploi/nouvelles-offres-demploi-chez-sebn-ma/
Auto Hall recrute Plusieurs Profils,Auto Hall,Non spécifié,"Automobile, Btp, Construction, Logistique",CDD,Bac+2,3 à 10 ans,Non spécifié,Non specifié,"Relationnel, Travail en équipe",https://www.dreamjob.ma/emploi/auto-hall-recrute-plusieurs-profils/
SCIF recrute Plusieurs Profils,SCIF,Casablanca,"Construction, Ferroviaire, Logistique, Procédés",CDI,Bac+2,2 ans,"Autocad, ERP, SOLIDWORKS",Anglais,"Communication, Gestion de projet, Organisation",https://www.dreamjob.ma/emploi/scif-recrute-plusieurs-profils/
Le Groupe Japonais JTEKT recrute Plusieurs Profils,Le Groupe Japonais JTEKT,Non spécifié,"Automobile, Construction, Logistique",CDI,Bac+3,10 ans,"5S, Automatisme, ERP, SAP","Français, Anglais","Communication, Polyvalence, Réactivité",https://www.dreamjob.ma/emploi/jtekt-recrute-plusieurs-profils/
Ventec Maroc recrute Plusieurs Profils,Ventec Maroc,Casablanca,Procédés,Stage,Bac+2,2 ans,"Autocad, ERP, SOLIDWORKS",Non specifié,Non spécifié,https://www.dreamjob.ma/emploi/ventec-maroc-recrute-plusieurs-profils/
Campagne de Recrutement SEBN MA,Non spécifié,Salé,"Automobile, Construction, Logistique, Énergie",Non spécifié,Bac+2,2 à 4 ans,Non spécifié,Non specifié,"Communication, Initiative, Leadership, Travail en équipe",https://www.dreamjob.ma/emploi/sebn-ma-campagne-recrutement/
JTEKT recrute des Chefs d’Equipes Production,JTEKT,Tanger,Automobile,CDI,Bac+3,5 ans,SAP,"Français, Anglais","Communication, Polyvalence",https://www.dreamjob.ma/emploi/jtekt-recrute-des-chefs-dequipes-production/
Marsa Maroc recrute 17 Assistants Techniques,Marsa Maroc,Casablanca,Logistique,Non spécifié,Non spécifié,Non spécifié,GMAO,Non specifié,"Organisation, Relationnel",https://www.dreamjob.ma/emploi-public/marsa-maroc-recrute-des-assistants-techniques/
La Société Coréenne HANDS 8 recrute Plusieurs Profils,La Société Coréenne HANDS 8,Tanger,Automobile,Non spécifié,Non spécifié,1 à 2 ans,Non spécifié,Anglais,Communication,https://www.dreamjob.ma/emploi/hands-8-recrute-plusieurs-profils/
Riva Industries recrute des Responsables Maintenance,Riva Industries,El jadida,Construction,Non spécifié,Bac+5,8 ans,"5S, AMDEC, GMAO",Non specifié,"Communication, Leadership, Organisation, Résolution de problèmes",https://www.dreamjob.ma/emploi/riva-industries-recrute-des-responsables-maintenance/
Recrutement 10 Postes Salaires 7000 à 35000 Dhs,Non spécifié,Tanger,Procédés,CDI,Bac+3,4 ans,"ANSYS, Autocad, Excel, VBA","Français, Francais, Anglais","Communication, Gestion de projet",https://www.dreamjob.ma/emploi/recrutement-10-postes-salaires-7000-a-35000-dhs/
JTEKT recrute des Assistants Métrologie Débutants,JTEKT,Tanger,Automobile,Stage,Bac+2,Non spécifié,Excel,"Français, Anglais",Communication,https://www.dreamjob.ma/emploi/jtekt-recrute-des-assistants-metrologie/
Recrutement 10 Postes Salaires 6000 à 28000 Dhs,Non spécifié,Non spécifié,"Aéronautique, Construction",CDI,Bac+2,8 ans,Non spécifié,"Français, Anglais","Communication, Innovation, Polyvalence, Proactivité",https://www.dreamjob.ma/emploi/recrutement-10-postes-salaires-6000-a-28000-dhs/
Crouzet recrute plusieurs profils,Crouzet,Casablanca,"Aéronautique, Ferroviaire, Logistique, Procédés",Stage,Bac+2,3 ans,"GMAO, Lean, Lean manufacturing","Français, Anglais","Communication, Force de proposition, Gestion de projet, Leadership, Organisation, Organisé, Relationnel, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/crouzet-recrute-plusieurs-profils/
Hyundai Maroc recrute responsable SAV et auditeur,Hyundai Maroc,Non spécifié,Automobile,Non spécifié,Bac+4,3 ans,Excel,Non specifié,Leadership,https://www.dreamjob.ma/emploi/hyundai-maroc-recrute-responsable-sav-et-auditeur/
SEGULA Technologies recrute plusieurs profils,SEGULA Technologies,Non spécifié,"Automobile, Aéronautique, Ferroviaire, Logistique, Naval, Énergie",Non spécifié,Bac+2,3 ans,"CATIA, VBA","Français, Anglais","Gestion de projet, Innovation, Organisation, Rigueur",https://www.dreamjob.ma/emploi/segula-technologies-recrute-plusieurs-profils/
Recrutement sur Jorf Lasfar salaires 7000 à 18000 dhs,Non spécifié,Jorf lasfar,Ferroviaire,CDI,Non spécifié,1 ans,"CATIA, SOLIDWORKS","Français, Francais, Anglais",Non spécifié,https://www.dreamjob.ma/emploi/recrutement-sur-jorf-lasfar-salaires-7000-a-18000-dhs/
FST Tanger – Faculté des Sciences et Techniques de Tanger,Non spécifié,Tanger,"Chimie, Plasturgie",Stage,Bac+2,5 ans,Non spécifié,Non specifié,Non spécifié,https://www.dreamjob.ma/etudiants/ecoles/fst-tanger/
Madrex Engineering recrute Plusieurs Profils,Madrex Engineering,Non spécifié,"Automobile, Procédés",Stage,Bac+5,2 à 3 ans,"CAO, CATIA, Modélisation, SOLIDWORKS","Français, Anglais","Adaptabilité, Communication, Force de proposition, Relationnel, Rigueur",https://www.dreamjob.ma/emploi/madrex-engineering-recrute-plusieurs-profils/
Nouvelles Offres d’Emploi chez Xiezhong Morocco,Non spécifié,Kénitra,"Automobile, Logistique, Plasturgie",Stage,Bac+2,1 à 2 ans,Non spécifié,Anglais,Non spécifié,https://www.dreamjob.ma/emploi/nouvelles-offres-demploi-chez-xiezhong-morocco/
Pyxel recrute Plusieurs Profils,Pyxel,Non spécifié,Non spécifié,Non spécifié,Bac+2,1 ans,"Autocad, Excel, SAP, SOLIDWORKS",Français,"Communication, Créatif, Relationnel, Rigueur, Travailler en équipe",https://www.dreamjob.ma/emploi/pyxel-recrute-plusieurs-profils/
SOURIAU recrute Plusieurs Profils,SOURIAU,Tanger,"Aéronautique, Logistique, Procédés, Énergie",Stage,Bac+2,5 ans,"Autocad, CAO, ERP, Excel, SOLIDWORKS","Français, Anglais","Autonomie, Communication, Force de proposition, Organisation, Organisé, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/souriau-recrute-plusieurs-profils/
Hyundai Maroc recrute des Responsables SAV pour toutes ses Succursales,Hyundai Maroc,Casablanca,Automobile,Non spécifié,Bac+4,3 ans,Non spécifié,Non specifié,Leadership,https://www.dreamjob.ma/emploi/hyundai-maroc-recrute-des-responsables-sav/
55 Offres d’Emploi sur Plusieurs Villes – N°282 KEEP,Non spécifié,Non spécifié,"Automobile, Aéronautique, Logistique, Procédés",CDI,Bac+2,2 ans,"AMDEC, CATIA, Excel, SQL","Français, Anglais, Arabe","Autonomie, Communication, Organisation",https://www.dreamjob.ma/emploi/55-offres-demploi-n282/
Groupe GMD recrute Plusieurs Profils,Groupe GMD,Non spécifié,"Automobile, Logistique",Stage,Bac+2,5 ans,"Excel, SAP, Six sigma","Français, Anglais",Communication,https://www.dreamjob.ma/emploi/groupe-gmd-recrute-plusieurs-profils/
Continental recrute Plusieurs Profils,Continental,Non spécifié,"Automobile, Construction, Logistique",CDI,Bac+5,6 ans,"ERP, PPAP","Français, Anglais","Communication, Flexibilité, Innovation, Organisation",https://www.dreamjob.ma/emploi/continental-recrute-plusieurs-profils/
Postes à saisir chez KOSTAL Group à Tanger,Non spécifié,Tanger,"Automobile, Logistique, Procédés",Non spécifié,Bac+2,2 ans,"5S, Automatisme, SAP","Français, Anglais","Innovation, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/postes-a-saisir-chez-kostal-group-a-tanger/
COFAT Maroc ouvre 4 postes à Kénitra,COFAT Maroc,Kénitra,"Automobile, Logistique",Non spécifié,Bac+5,3 ans,"Lean, Lean manufacturing",Non specifié,"Leadership, Organisation, Rigueur",https://www.dreamjob.ma/emploi/cofat-maroc-ouvre-4-postes-a-kenitra/
7 opportunités à saisir chez Safran à Casablanca,Non spécifié,Casablanca,"Automobile, Aéronautique, Procédés",CDI,Bac+5,Non spécifié,"AMDEC, APQP, PPAP, SAP",Non specifié,"Autonome, Autonomie, Communication, Leadership, Organisation, Rigueur, Résolution de problèmes",https://www.dreamjob.ma/emploi/7-opportunites-a-saisir-chez-safran-a-casablanca/
MyOpla recrute des Assistantes Techniques à Tanger,MyOpla,Tanger,Non spécifié,CDI,Bac+2,10 ans,SAP,"Français, Anglais","Autonomie, Organisation, Rigueur",https://www.dreamjob.ma/emploi/myopla-recrute-des-assistantes-techniques-a-tanger/
Recrutement immédiat chez BTP Consulting à Berkane,Non spécifié,Berkane,"Btp, Construction",CDI,Bac+2,3 ans,Excel,Non specifié,"Autonomie, Organisation, Rigueur",https://www.dreamjob.ma/emploi/recrutement-immediat-chez-btp-consulting-a-berkane/
Centrale Danone recrute 3 profils à Salé et Meknès,Centrale Danone,Meknès,Agroalimentaire,Non spécifié,Bac+2,2 à 3 ans,Automatisme,"Français, Anglais","Communication, Innovation, Leadership, Organisation, Polyvalence, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/centrale-danone-recrute-3-profils-a-sale-et-meknes/
MyOpla recrute des profils techniques à Tanger,MyOpla,Tanger,Non spécifié,CDI,Bac+2,10 ans,SAP,"Français, Anglais","Autonomie, Rigueur",https://www.dreamjob.ma/emploi/myopla-recrute-des-profils-techniques-a-tanger/
Ciments du Maroc recrute à Témara et Casablanca,Ciments du Maroc,Casablanca,Non spécifié,Non spécifié,Non spécifié,7 à 8 ans,SAP,"Français, Anglais, Arabe","Leadership, Organisation, Proactivité, Rigueur, Travailler en équipe",https://www.dreamjob.ma/emploi/ciments-du-maroc-recrute-a-temara-et-casablanca/
Opportunités d’emploi chez Sanipak à Berrechid,Non spécifié,Berrechid,Chimie,CDI,Bac+2,2 ans,Non spécifié,Non specifié,"Organisation, Rigueur",https://www.dreamjob.ma/emploi/opportunites-demploi-chez-sanipak-a-berrechid/
First Plastics recrute des opérateurs de production à Nouaceur,First Plastics,Nouaceur,Plasturgie,Non spécifié,Bac+2,Non spécifié,Non spécifié,Non specifié,Rigueur,https://www.dreamjob.ma/emploi/first-plastics-recrute-des-operateurs-de-production-a-nouaceur/
CTR ouvre 4 postes à saisir à Casablanca,CTR,Casablanca,"Btp, Construction, Logistique",Non spécifié,Bac+2,5 ans,"Autocad, CAO",Non specifié,"Gestion de projet, Leadership, Organisation, Organisé, Rigueur",https://www.dreamjob.ma/emploi/ctr-ouvre-4-postes-a-saisir-a-casablanca/
"Offres d’emploi Hutchinson à Tanger, postulez dès maintenant",Non spécifié,Tanger,"Automobile, Aéronautique, Ferroviaire, Procédés",CDI,Non spécifié,2 ans,Non spécifié,Non specifié,"Innovation, Organisation, Relationnel, Rigueur, Réactivité, Résolution de problèmes, Travailler en équipe",https://www.dreamjob.ma/emploi/offres-demploi-hutchinson-a-tanger-postulez-des-maintenant/
5 opportunités à saisir chez Maghreb Steel dès maintenant,Non spécifié,Casablanca,"Chimie, Métallurgie, Procédés",Non spécifié,Bac+2,4 à 10 ans,"AMDEC, CAO, DAO, Modélisation, Ms project",Non specifié,"Autonomie, Communication, Initiative, Innovation, Organisation, Relationnel, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/5-opportunites-a-saisir-chez-maghreb-steel-des-maintenant/
Airbus Atlantic Maroc recrute 3 profils à Nouaceur,Airbus Atlantic Maroc,Casablanca,"Automobile, Aéronautique",Non spécifié,Bac+3,5 ans,"5S, Lean, Lean manufacturing",Non specifié,"Autonome, Initiative, Innovation, Leadership, Organisation, Rigueur, Résolution de problèmes",https://www.dreamjob.ma/emploi/airbus-atlantic-maroc-recrute-3-profils-a-nouaceur/
3 postes ouverts chez Faurecia à Rabat,Non spécifié,Rabat,"Automobile, Logistique",Non spécifié,Non spécifié,2 à 5 ans,"5S, APQP, Lean, Lean manufacturing, SAP",Anglais,"Autonomie, Gestion de projet, Leadership, Organisation, Réactivité, Résolution de problèmes",https://www.dreamjob.ma/emploi/3-postes-ouverts-chez-faurecia-a-rabat/
Nouvelles offres d’emploi chez Sulzer à Casablanca,Non spécifié,Casablanca,Procédés,CDI,Bac+2,5 ans,Ms project,"Français, Anglais","Autonomie, Communication, Gestion de projet, Initiative, Leadership, Organisation, Polyvalence, Rigueur",https://www.dreamjob.ma/emploi/nouvelles-offres-demploi-chez-sulzer-a-casablanca/
